cons_12m,cons_gas_12m,off_peak_forecast_energy,off_peak_forecast_power,imp_cons,margin_net_pow_ele,net_margin,pow_max,off_peak_mean_energy,off_peak_mean_power,off_peak_diff_energy,off_peak_diff_power
0.0,10.91412436325496,0.114481,40.606701,0.0,25.44,678.99,3.7988095134861326,0.1247870833333333,40.94226548,0.0200569999999999,3.7009605600000057
8.446985296372741,0.0,0.1457109999999999,44.31137796,0.0,16.38,18.89,2.6946271807700692,0.1496089166666666,44.31137526,-0.0037669999999999,0.1777787999999986
6.300785794663244,0.0,0.165794,44.31137796,0.0,28.6,6.6,2.6984038240504047,0.1705116666666666,44.38545035999999,-0.00467,0.1777787999999986
7.368339686311381,0.0,0.146694,44.31137796,0.0,30.22,25.46,2.653241964607215,0.1512100833333333,44.40026526,-0.0045469999999999,0.1777787999999986
8.395251520610994,0.0,0.1169,40.606701,3.976311495310508,44.91,47.98,3.0349529867072724,0.1241743333333333,40.68815609999999,-0.0061919999999999,0.1629156000000051
9.02437217426203,0.0,0.164775,45.30837756,5.205159868061787,33.12,118.89,2.653241964607215,0.1689529166666666,44.26693046,-0.008087,-1.1999999998124622e-06
10.716593178609457,0.0,0.166178,44.31137796,0.0,4.04,346.63,2.772588722239781,0.1660606666666666,44.26692996,-0.0046280000000001,0.0
10.293940540523788,0.0,0.115174,40.606701,4.27151398062636,53.92,100.09,3.3105430133940246,0.1228155833333333,40.6745798,-0.007801,0.1629156000000051
7.993957547573565,0.0,0.1457109999999999,44.31137796,0.0,12.82,42.59,2.653241964607215,0.1496815833333333,44.31137536,-0.0037669999999999,0.1777787999999986
10.168348697202207,0.0,0.1157609999999999,40.606701,5.39630577487624,33.42,329.6,3.481240089335692,0.1233791666666666,40.728885,-0.007137,0.0
9.290259995152056,0.0,0.1646369999999999,44.31137796,5.859303643505643,14.52,108.5,2.5257286443082556,0.1675404166666666,44.34100546,-0.0015469999999999,0.1777787999999986
8.399085102935908,0.0,0.1670859999999999,46.30537836,5.734667258237222,21.09,18.41,2.4329113546696197,0.1692606666666666,44.53730216,-0.0014959999999999,2.177779200000004
10.739045338577187,14.249153580051413,0.1152369999999999,40.606701,6.262788552946945,5.52,533.46,2.8622008809294686,0.123776,40.90153658,-0.007016,0.1629156000000051
8.952475967933584,0.0,0.162327,44.31137796,0.0,33.12,89.02,2.653241964607215,0.1691773333333333,44.31137526,-0.008152,0.1777787999999986
